Handle,Bio_Text,Category_ID,Follower_Count,Following_Count,Engagement_Rate,Engagement,Profile_Pic_URL
@roam_sdu,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,366144,297,17.43,63818,https://static.wanderlust.io/profiles/travel_3532.jpg
@saas_i14,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,500000,4924,10.51,52550,https://pbs.twimg.com/profile_images/tech_3533/photo.jpg
@tech_3hrqa,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,4035006,2513,9.29,374852,https://pbs.twimg.com/profile_images/tech_3534/photo.jpg
@vogue_tkwi,Sustainable fashion advocate | Thrifted & curated looks,CAT002,602252,5860,17.72,106719,https://instagram.fcdn.com/fashion_3535/profile.jpg
@cloud_80uxn,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,1440337,198,10.31,148498,https://pbs.twimg.com/profile_images/tech_3536/photo.jpg
@ai_nqvnop,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,1154816,456,8.02,92616,https://pbs.twimg.com/profile_images/tech_3537/photo.jpg
@chic_6k37e4,Sustainable fashion advocate | Thrifted & curated looks,CAT002,927728,128,9.67,89711,https://instagram.fcdn.com/fashion_3538/profile.jpg
@gym_wtc90,Marathon runner | Endurance training tips | Race day advice,CAT003,455772,507,11.8,53781,https://cdn.fitfluencer.com/profiles/fitness_3539.jpg
@grind_m0d5wl,"Wellness coach | Holistic health | Mind, body & soul",CAT003,363769,6912,7.21,26227,https://cdn.fitfluencer.com/profiles/fitness_3540.jpg
@cloud_jaf,Data scientist | ML researcher | Turning data into decisions,CAT001,713659,3032,5.48,39108,https://pbs.twimg.com/profile_images/tech_3541/photo.jpg
@taste_6pl5nb,BBQ master | Grilling tips & smoker recipes | Weekends only,CAT005,98276,3044,2.5,2456,https://cdn.foodieworld.com/users/food_3542/avatar.jpg
@code_hu2m6n,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,873756,1017,5.22,45610,https://pbs.twimg.com/profile_images/tech_3543/photo.jpg
@glam_rp4j,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,488869,645,14.99,73281,https://instagram.fcdn.com/fashion_3544/profile.jpg
@tech_787t,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,3613749,1572,8.47,306084,https://pbs.twimg.com/profile_images/tech_3545/photo.jpg
@chic_czh78,Model & content creator | Haute couture to everyday glam,CAT002,187344,1690,16.92,31698,https://instagram.fcdn.com/fashion_3546/profile.jpg
@saas_rg6iaq,Data scientist | ML researcher | Turning data into decisions,CAT001,1202115,5388,11.33,136199,https://pbs.twimg.com/profile_images/tech_3547/photo.jpg
@chic_n0dyk,Model & content creator | Haute couture to everyday glam,CAT002,265803,572,8.79,23364,https://instagram.fcdn.com/fashion_3548/profile.jpg
@dev_j2q,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,587623,1567,4.34,25502,https://pbs.twimg.com/profile_images/tech_3549/photo.jpg
@roam_eyk,Solo female traveler | Safety tips & inspiring journeys,CAT004,61070,2426,16.06,9807,https://static.wanderlust.io/profiles/travel_3550.jpg
@mode_xpsbtn,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,868852,555,11.42,99222,https://instagram.fcdn.com/fashion_3551/profile.jpg
@build_dhdd,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,2749965,276,3.9,107248,https://pbs.twimg.com/profile_images/tech_3552/photo.jpg
@mode_gd2rtt,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,406081,2283,10.75,43653,https://instagram.fcdn.com/fashion_3553/profile.jpg
@grind_pe14o,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,135884,542,11.15,15151,https://cdn.fitfluencer.com/profiles/fitness_3554.jpg
@code_3xi3c7,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,1045259,1255,10.54,110170,https://pbs.twimg.com/profile_images/tech_3555/photo.jpg
@tech_gb8,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,2796732,381,3.11,86978,https://pbs.twimg.com/profile_images/tech_3556/photo.jpg
@eat_6al3g,Restaurant reviewer | Honest takes | Your city food guide,CAT005,178369,1629,9.81,17497,https://cdn.foodieworld.com/users/food_3557/avatar.jpg
@vogue_aobl,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,430367,538,9.15,39378,https://instagram.fcdn.com/fashion_3558/profile.jpg
@trend_a9o6,Sustainable fashion advocate | Thrifted & curated looks,CAT002,292978,1066,16.86,49396,https://instagram.fcdn.com/fashion_3559/profile.jpg
@code_kbl5,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,910598,4577,4.27,38882,https://pbs.twimg.com/profile_images/tech_3560/photo.jpg
@style_nxdxw,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,167017,846,15.98,26689,https://instagram.fcdn.com/fashion_3561/profile.jpg
@glam_thugx,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,541901,645,9.37,50776,https://instagram.fcdn.com/fashion_3562/profile.jpg
@style_f0j3,Streetwear & sneaker culture | Drops every Tuesday,CAT002,113622,1097,14.2,16134,https://instagram.fcdn.com/fashion_3563/profile.jpg
@gym_ksk2,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,339692,4319,7.83,26597,https://cdn.fitfluencer.com/profiles/fitness_3564.jpg
@fit_jspj,"Wellness coach | Holistic health | Mind, body & soul",CAT003,156602,1160,9.28,14532,https://cdn.fitfluencer.com/profiles/fitness_3565.jpg
@trend_i1wr6,Model & content creator | Haute couture to everyday glam,CAT002,906773,287,16.76,151975,https://instagram.fcdn.com/fashion_3566/profile.jpg
@data_w3m4,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,1051911,712,5.49,57749,https://pbs.twimg.com/profile_images/tech_3567/photo.jpg
@chef_nl4j1o,Street food explorer | Eating my way around the world,CAT005,111148,803,7.51,8347,https://cdn.foodieworld.com/users/food_3568/avatar.jpg
@vogue_wok,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,444076,1159,17.45,77491,https://instagram.fcdn.com/fashion_3569/profile.jpg
@gains_i4zf,Marathon runner | Endurance training tips | Race day advice,CAT003,431485,2177,12.83,55359,https://cdn.fitfluencer.com/profiles/fitness_3570.jpg
@cloud_zymuzz,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,2547264,508,11.31,288095,https://pbs.twimg.com/profile_images/tech_3571/photo.jpg
@explore_0fh61,Digital nomad | Working from cafes in Bali & Lisbon,CAT004,397520,445,15.38,61138,https://static.wanderlust.io/profiles/travel_3572.jpg
@code_drfqx,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,792989,1778,11.31,89687,https://pbs.twimg.com/profile_images/tech_3573/photo.jpg
@explore_lhxo,"Adventure seeker | Hiking, diving & camping across the globe",CAT004,302131,630,15.19,45893,https://static.wanderlust.io/profiles/travel_3574.jpg
@bite_od0,Street food explorer | Eating my way around the world,CAT005,360151,5364,7.99,28776,https://cdn.foodieworld.com/users/food_3575/avatar.jpg
@trend_w112,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,379690,512,14.79,56156,https://instagram.fcdn.com/fashion_3576/profile.jpg
@run_ysd6,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,787409,1535,5.96,46929,https://cdn.fitfluencer.com/profiles/fitness_3577.jpg
@drift_ba3,Digital nomad | Working from cafes in Bali & Lisbon,CAT004,255466,2739,9.16,23400,https://static.wanderlust.io/profiles/travel_3578.jpg
@mode_117j,Personal stylist | Helping you dress your best every day,CAT002,1157730,1074,12.55,145295,https://instagram.fcdn.com/fashion_3579/profile.jpg
@yummy_uf0,BBQ master | Grilling tips & smoker recipes | Weekends only,CAT005,130320,1268,8.52,11103,https://cdn.foodieworld.com/users/food_3580/avatar.jpg
@style_oh12p,Sustainable fashion advocate | Thrifted & curated looks,CAT002,761477,728,9.41,71654,https://instagram.fcdn.com/fashion_3581/profile.jpg
@vogue_09wn,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,209983,2714,15.71,32988,https://instagram.fcdn.com/fashion_3582/profile.jpg
@mode_7gde,Personal stylist | Helping you dress your best every day,CAT002,196901,3308,12.13,23884,https://instagram.fcdn.com/fashion_3583/profile.jpg
@saas_h3j,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,1260547,3461,8.68,109415,https://pbs.twimg.com/profile_images/tech_3584/photo.jpg
@lift_znkqwq,"Wellness coach | Holistic health | Mind, body & soul",CAT003,77785,1704,6.1,4744,https://cdn.fitfluencer.com/profiles/fitness_3585.jpg
@trend_hhdd,Streetwear & sneaker culture | Drops every Tuesday,CAT002,874169,97,12.94,113117,https://instagram.fcdn.com/fashion_3586/profile.jpg
@vogue_e1i,Personal stylist | Helping you dress your best every day,CAT002,229692,637,10.04,23061,https://instagram.fcdn.com/fashion_3587/profile.jpg
@style_hi8,Sustainable fashion advocate | Thrifted & curated looks,CAT002,434766,1281,16.78,72953,https://instagram.fcdn.com/fashion_3588/profile.jpg
@chef_xhytdb,BBQ master | Grilling tips & smoker recipes | Weekends only,CAT005,213921,3687,9.34,19980,https://cdn.foodieworld.com/users/food_3589/avatar.jpg
@chic_085,Streetwear & sneaker culture | Drops every Tuesday,CAT002,521295,3500,17.57,91591,https://instagram.fcdn.com/fashion_3590/profile.jpg
@wander_6do9u,Backpacker on a budget | Hostels & local food lover,CAT004,248476,2509,9.38,23307,https://static.wanderlust.io/profiles/travel_3591.jpg
@wander_bl6,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,167129,3006,14.29,23882,https://static.wanderlust.io/profiles/travel_3592.jpg
@cloud_7otb85,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,687288,224,4.35,29897,https://pbs.twimg.com/profile_images/tech_3593/photo.jpg
@wander_j67k,"Adventure seeker | Hiking, diving & camping across the globe",CAT004,116828,876,10.21,11928,https://static.wanderlust.io/profiles/travel_3594.jpg
@ai_hpzuy,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,1489248,1668,11.97,178262,https://pbs.twimg.com/profile_images/tech_3595/photo.jpg
@cloud_c2d,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,500000,1257,3.9,19500,https://pbs.twimg.com/profile_images/tech_3596/photo.jpg
@code_ul4,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,2553194,3744,4.04,103149,https://pbs.twimg.com/profile_images/tech_3597/photo.jpg
@grind_f7u,"Wellness coach | Holistic health | Mind, body & soul",CAT003,346402,1872,8.03,27816,https://cdn.fitfluencer.com/profiles/fitness_3598.jpg
@foodie_4qwl,Healthy meal prep guru | Clean eating made easy,CAT005,282908,306,4.31,12193,https://cdn.foodieworld.com/users/food_3599/avatar.jpg
@trend_8rsr,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,1479453,510,17.27,255501,https://instagram.fcdn.com/fashion_3600/profile.jpg
@wander_t8bw,"Adventure seeker | Hiking, diving & camping across the globe",CAT004,321559,2127,9.06,29133,https://static.wanderlust.io/profiles/travel_3601.jpg
@eat_eukifm,Home chef & food blogger | Recipes every week | Mostly vegetarian,CAT005,73240,1956,9.77,7155,https://cdn.foodieworld.com/users/food_3602/avatar.jpg
@dev_hbvpx,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,1621291,187,9.39,152239,https://pbs.twimg.com/profile_images/tech_3603/photo.jpg
@taste_m9gx0,Home chef & food blogger | Recipes every week | Mostly vegetarian,CAT005,89284,311,5.25,4687,https://cdn.foodieworld.com/users/food_3604/avatar.jpg
@chic_r37qt,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,600311,180,9.67,58050,https://instagram.fcdn.com/fashion_3605/profile.jpg
@yummy_pvs9v,Home chef & food blogger | Recipes every week | Mostly vegetarian,CAT005,137689,2423,4.21,5796,https://cdn.foodieworld.com/users/food_3606/avatar.jpg
@trend_pmxon,Model & content creator | Haute couture to everyday glam,CAT002,405354,765,12.43,50385,https://instagram.fcdn.com/fashion_3607/profile.jpg
@code_q0qo,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,1189565,3331,5.67,67448,https://pbs.twimg.com/profile_images/tech_3608/photo.jpg
@gains_j5r,"Wellness coach | Holistic health | Mind, body & soul",CAT003,214323,2844,8.62,18474,https://cdn.fitfluencer.com/profiles/fitness_3609.jpg
@saas_4a3,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,4068578,367,3.75,152571,https://pbs.twimg.com/profile_images/tech_3610/photo.jpg
@build_5aw,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,2403715,1601,5.35,128598,https://pbs.twimg.com/profile_images/tech_3611/photo.jpg
@fit_92def,Marathon runner | Endurance training tips | Race day advice,CAT003,377723,1860,10.41,39320,https://cdn.fitfluencer.com/profiles/fitness_3612.jpg
@trend_e5x,Sustainable fashion advocate | Thrifted & curated looks,CAT002,195600,1666,10.02,19599,https://instagram.fcdn.com/fashion_3613/profile.jpg
@code_gfaj,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1345128,923,4.29,57705,https://pbs.twimg.com/profile_images/tech_3614/photo.jpg
@data_bjb1j,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,2317084,577,7.73,179110,https://pbs.twimg.com/profile_images/tech_3615/photo.jpg
@dev_7mb,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,840741,876,6.36,53471,https://pbs.twimg.com/profile_images/tech_3616/photo.jpg
@drift_fxv7,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,179928,581,10.51,18910,https://static.wanderlust.io/profiles/travel_3617.jpg
@look_8ub1s,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,830666,4076,11.47,95277,https://instagram.fcdn.com/fashion_3618/profile.jpg
@wander_akw,Backpacker on a budget | Hostels & local food lover,CAT004,190161,688,17.19,32688,https://static.wanderlust.io/profiles/travel_3619.jpg
@dev_5e11d,Full-stack developer | React & Node.js | Building scalable products,CAT001,954079,1061,5.18,49421,https://pbs.twimg.com/profile_images/tech_3620/photo.jpg
@cloud_k5ebds,Data scientist | ML researcher | Turning data into decisions,CAT001,4370899,1585,7.23,316015,https://pbs.twimg.com/profile_images/tech_3621/photo.jpg
@vogue_r6x8y,Sustainable fashion advocate | Thrifted & curated looks,CAT002,257833,543,12.63,32564,https://instagram.fcdn.com/fashion_3622/profile.jpg
@dev_d3w6,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,970348,2141,8.02,77821,https://pbs.twimg.com/profile_images/tech_3623/photo.jpg
@ai_va3t86,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1830045,1155,11.38,208259,https://pbs.twimg.com/profile_images/tech_3624/photo.jpg
@lift_tku,"Wellness coach | Holistic health | Mind, body & soul",CAT003,342909,5477,10.72,36759,https://cdn.fitfluencer.com/profiles/fitness_3625.jpg
@explore_ubk6s2,Digital nomad | Working from cafes in Bali & Lisbon,CAT004,85423,159,16.18,13821,https://static.wanderlust.io/profiles/travel_3626.jpg
@look_npi,Streetwear & sneaker culture | Drops every Tuesday,CAT002,1311871,809,12.53,164377,https://instagram.fcdn.com/fashion_3627/profile.jpg
@style_ofo,Sustainable fashion advocate | Thrifted & curated looks,CAT002,520260,1533,12.46,64824,https://instagram.fcdn.com/fashion_3628/profile.jpg
@foodie_vtfha,Pastry chef | Baking tutorials | Dessert lover,CAT005,67977,1516,7.31,4969,https://cdn.foodieworld.com/users/food_3629/avatar.jpg
@mode_x4kk,Model & content creator | Haute couture to everyday glam,CAT002,454899,1824,13.75,62548,https://instagram.fcdn.com/fashion_3630/profile.jpg
@gym_23tyi,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,175684,1660,13.6,23893,https://cdn.fitfluencer.com/profiles/fitness_3631.jpg
@gains_1jq,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,171626,736,6.74,11567,https://cdn.fitfluencer.com/profiles/fitness_3632.jpg
@data_i5vlm,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,2767192,905,4,110687,https://pbs.twimg.com/profile_images/tech_3633/photo.jpg
@trend_n4u,Streetwear & sneaker culture | Drops every Tuesday,CAT002,259812,1442,18.15,47155,https://instagram.fcdn.com/fashion_3634/profile.jpg
@roam_qi1hf,"Adventure seeker | Hiking, diving & camping across the globe",CAT004,465471,138,8.78,40868,https://static.wanderlust.io/profiles/travel_3635.jpg
@gains_74lt,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,270367,2643,11,29740,https://cdn.fitfluencer.com/profiles/fitness_3636.jpg
@fit_a3vo6,"Wellness coach | Holistic health | Mind, body & soul",CAT003,104495,2036,8.87,9268,https://cdn.fitfluencer.com/profiles/fitness_3637.jpg
@chef_dkfe,Street food explorer | Eating my way around the world,CAT005,50715,3801,6.8,3448,https://cdn.foodieworld.com/users/food_3638/avatar.jpg
@cloud_t16mig,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,1787256,493,5.72,102231,https://pbs.twimg.com/profile_images/tech_3639/photo.jpg
@drift_o93,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,549922,1396,13.65,75064,https://static.wanderlust.io/profiles/travel_3640.jpg
@glam_sk23,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,630549,586,9.45,59586,https://instagram.fcdn.com/fashion_3641/profile.jpg
@chef_ybu,Restaurant reviewer | Honest takes | Your city food guide,CAT005,63178,368,3.21,2028,https://cdn.foodieworld.com/users/food_3642/avatar.jpg
@sweat_rrva,"Wellness coach | Holistic health | Mind, body & soul",CAT003,463669,1287,7.12,33013,https://cdn.fitfluencer.com/profiles/fitness_3643.jpg
@explore_pngmz,Backpacker on a budget | Hostels & local food lover,CAT004,274916,351,9.02,24797,https://static.wanderlust.io/profiles/travel_3644.jpg
@fit_mvaq9,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,373758,1137,12,44850,https://cdn.fitfluencer.com/profiles/fitness_3645.jpg
@data_ei8x,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,1034061,1321,3,31021,https://pbs.twimg.com/profile_images/tech_3646/photo.jpg
@explore_knp,"Adventure seeker | Hiking, diving & camping across the globe",CAT004,221392,5632,17.08,37813,https://static.wanderlust.io/profiles/travel_3647.jpg
@voyage_w8m,Backpacker on a budget | Hostels & local food lover,CAT004,88973,1012,11.88,10569,https://static.wanderlust.io/profiles/travel_3648.jpg
@dev_y9p,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,5000000,3557,9.29,464499,https://pbs.twimg.com/profile_images/tech_3649/photo.jpg
@globe_xx1c,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,245135,3865,10.74,26327,https://static.wanderlust.io/profiles/travel_3650.jpg
@wander_rbx2w,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,318216,1506,8.76,27875,https://static.wanderlust.io/profiles/travel_3651.jpg
@look_owy,Streetwear & sneaker culture | Drops every Tuesday,CAT002,359224,1049,10.95,39335,https://instagram.fcdn.com/fashion_3652/profile.jpg
@build_hifyem,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,1870468,126,6.48,121206,https://pbs.twimg.com/profile_images/tech_3653/photo.jpg
@mode_xnhrc,Model & content creator | Haute couture to everyday glam,CAT002,846046,517,18.43,155926,https://instagram.fcdn.com/fashion_3654/profile.jpg
@bite_b7i,Pastry chef | Baking tutorials | Dessert lover,CAT005,67794,350,6.85,4643,https://cdn.foodieworld.com/users/food_3655/avatar.jpg
@trend_5zcf,Streetwear & sneaker culture | Drops every Tuesday,CAT002,719433,764,14.84,106763,https://instagram.fcdn.com/fashion_3656/profile.jpg
@look_nh81tj,Streetwear & sneaker culture | Drops every Tuesday,CAT002,262761,353,15.19,39913,https://instagram.fcdn.com/fashion_3657/profile.jpg
@build_mc967f,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,632952,4849,7.98,50509,https://pbs.twimg.com/profile_images/tech_3658/photo.jpg
@look_32f,Streetwear & sneaker culture | Drops every Tuesday,CAT002,267800,464,17.35,46463,https://instagram.fcdn.com/fashion_3659/profile.jpg
@mode_555n2r,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,508099,830,11.51,58482,https://instagram.fcdn.com/fashion_3660/profile.jpg
@ai_r4yl,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,598036,1516,11.49,68714,https://pbs.twimg.com/profile_images/tech_3661/photo.jpg
@grind_tsvfk,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,171657,3142,9.69,16633,https://cdn.fitfluencer.com/profiles/fitness_3662.jpg
@vogue_aoe,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,495097,973,16.5,81691,https://instagram.fcdn.com/fashion_3663/profile.jpg
@cloud_n74fy,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,3604171,7642,8.21,295902,https://pbs.twimg.com/profile_images/tech_3664/photo.jpg
@chef_g80zwv,Street food explorer | Eating my way around the world,CAT005,301007,1377,8.01,24110,https://cdn.foodieworld.com/users/food_3665/avatar.jpg
@chic_cuk5,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,716934,984,16.22,116286,https://instagram.fcdn.com/fashion_3666/profile.jpg
@glam_2krt,Model & content creator | Haute couture to everyday glam,CAT002,572344,2109,18.81,107657,https://instagram.fcdn.com/fashion_3667/profile.jpg
@tech_690q5,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,660426,4893,9.57,63202,https://pbs.twimg.com/profile_images/tech_3668/photo.jpg
@saas_qhx,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,2343491,421,10.78,252628,https://pbs.twimg.com/profile_images/tech_3669/photo.jpg
@code_gx5y,Full-stack developer | React & Node.js | Building scalable products,CAT001,863361,297,5.63,48607,https://pbs.twimg.com/profile_images/tech_3670/photo.jpg
@mode_o0ahwy,Model & content creator | Haute couture to everyday glam,CAT002,251921,2702,8.77,22093,https://instagram.fcdn.com/fashion_3671/profile.jpg
@tech_ce2,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,4436746,1515,6.84,303473,https://pbs.twimg.com/profile_images/tech_3672/photo.jpg
@tech_sjnj8,Data scientist | ML researcher | Turning data into decisions,CAT001,1532904,267,10.4,159422,https://pbs.twimg.com/profile_images/tech_3673/photo.jpg
@ai_4yn8s7,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,2207872,890,11.94,263619,https://pbs.twimg.com/profile_images/tech_3674/photo.jpg
@lift_zn4,"Wellness coach | Holistic health | Mind, body & soul",CAT003,487567,1286,12.24,59678,https://cdn.fitfluencer.com/profiles/fitness_3675.jpg
@saas_5va97k,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,1180500,7062,5.28,62330,https://pbs.twimg.com/profile_images/tech_3676/photo.jpg
@roam_w1duh,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,198133,1039,16.54,32771,https://static.wanderlust.io/profiles/travel_3677.jpg
@vogue_c6k,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,1422841,2409,19.63,279303,https://instagram.fcdn.com/fashion_3678/profile.jpg
@explore_tb8,Backpacker on a budget | Hostels & local food lover,CAT004,157092,2929,10.79,16950,https://static.wanderlust.io/profiles/travel_3679.jpg
@tech_jckjc,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,1020665,1671,8.19,83592,https://pbs.twimg.com/profile_images/tech_3680/photo.jpg
@gains_y4g,"Wellness coach | Holistic health | Mind, body & soul",CAT003,228059,568,13.94,31791,https://cdn.fitfluencer.com/profiles/fitness_3681.jpg
@ai_llshwa,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,662070,2242,3.93,26019,https://pbs.twimg.com/profile_images/tech_3682/photo.jpg
@grind_qr3tb,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,174724,463,14.31,25003,https://cdn.fitfluencer.com/profiles/fitness_3683.jpg
@mode_ovy,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,1267325,374,9.86,124958,https://instagram.fcdn.com/fashion_3684/profile.jpg
@style_dn7p29,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,402743,1433,13.8,55578,https://instagram.fcdn.com/fashion_3685/profile.jpg
@mode_puzhho,Streetwear & sneaker culture | Drops every Tuesday,CAT002,509037,371,14.83,75490,https://instagram.fcdn.com/fashion_3686/profile.jpg
@tech_8tnjx,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,1375817,201,9.47,130289,https://pbs.twimg.com/profile_images/tech_3687/photo.jpg
@chic_zti89u,Personal stylist | Helping you dress your best every day,CAT002,512639,2067,12.17,62388,https://instagram.fcdn.com/fashion_3688/profile.jpg
@gym_ofq1ru,Certified personal trainer | Helping you crush your fitness goals,CAT003,207602,1154,6.63,13764,https://cdn.fitfluencer.com/profiles/fitness_3689.jpg
@run_7pr5a,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,53984,4179,8.3,4480,https://cdn.fitfluencer.com/profiles/fitness_3690.jpg
@data_f3g1,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,1803487,244,4.36,78632,https://pbs.twimg.com/profile_images/tech_3691/photo.jpg
@lift_jcn0,Certified personal trainer | Helping you crush your fitness goals,CAT003,215343,1768,10.6,22826,https://cdn.fitfluencer.com/profiles/fitness_3692.jpg
@explore_7p8at,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,174407,1173,10.52,18347,https://static.wanderlust.io/profiles/travel_3693.jpg
@explore_ezaq3u,Backpacker on a budget | Hostels & local food lover,CAT004,79988,82,12.89,10310,https://static.wanderlust.io/profiles/travel_3694.jpg
@run_q78e5s,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,106280,1063,14.5,15410,https://cdn.fitfluencer.com/profiles/fitness_3695.jpg
@build_h2cpcc,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,964900,521,4.15,40043,https://pbs.twimg.com/profile_images/tech_3696/photo.jpg
@saas_r58mx,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,1225500,1035,4.27,52328,https://pbs.twimg.com/profile_images/tech_3697/photo.jpg
@yummy_7yurnz,Healthy meal prep guru | Clean eating made easy,CAT005,128892,4167,2.75,3544,https://cdn.foodieworld.com/users/food_3698/avatar.jpg
@grind_obvysi,Yoga instructor | Mindful movement | Online classes available,CAT003,715804,1671,12.72,91050,https://cdn.fitfluencer.com/profiles/fitness_3699.jpg
@trend_f7489,Streetwear & sneaker culture | Drops every Tuesday,CAT002,552531,3361,8.19,45252,https://instagram.fcdn.com/fashion_3700/profile.jpg
@glam_w8g4u1,Sustainable fashion advocate | Thrifted & curated looks,CAT002,899401,1396,16.55,148850,https://instagram.fcdn.com/fashion_3701/profile.jpg
@drift_nky,Digital nomad | Working from cafes in Bali & Lisbon,CAT004,428919,2732,14.74,63222,https://static.wanderlust.io/profiles/travel_3702.jpg
@chic_2vc8bz,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,413673,311,17.15,70944,https://instagram.fcdn.com/fashion_3703/profile.jpg
@code_asemuh,Full-stack developer | React & Node.js | Building scalable products,CAT001,2240300,747,6.57,147187,https://pbs.twimg.com/profile_images/tech_3704/photo.jpg
@build_hksh,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,809127,1354,11.19,90541,https://pbs.twimg.com/profile_images/tech_3705/photo.jpg
